Business ID,Business name,Store ID,Store name,Merchant store ID,Payout date,Currency,Channel,Subtotal,Subtotal tax passed to merchant,Commission,Payment processing fee,Marketing fees | (including any applicable taxes),Customer discounts from marketing | (funded by you),Customer discounts from marketing | (funded by DoorDash),Customer discounts from marketing | (funded by a third-party),DoorDash marketing credit,Third-party contribution,Error charges,Adjustments,Net total,Subtotal tax remitted by DoorDash to tax authorities,Payout ID,Payout status
5579,McDonald's,1170166,McDonald's (1568-LAKEWOOD-W 117TH),1568,2025-07-14,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,74.46,74.46,0.00,498488223,PAID
5579,McDonald's,1170166,McDonald's (1568-LAKEWOOD-W 117TH),1568,2025-07-07,USD,Marketplace,10029.36,0.00,-1217.30,0.00,-68.77,-813.60,-164.96,0.00,171.36,0.00,-364.59,437.77,8009.27,-17.07,496695709,PAID
5579,McDonald's,1170166,McDonald's (1568-LAKEWOOD-W 117TH),1568,2025-07-07,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,50.23,50.23,0.00,496695709,PAID
5579,McDonald's,1170166,McDonald's (1568-LAKEWOOD-W 117TH),1568,2025-06-30,USD,Marketplace,9890.36,0.00,-1211.06,0.00,-46.39,-653.39,-89.23,0.00,114.83,0.00,-351.38,323.62,7977.36,-13.31,494938835,PAID
5579,McDonald's,1170166,McDonald's (1568-LAKEWOOD-W 117TH),1568,2025-06-30,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,53.21,53.21,0.00,494938835,PAID
5579,McDonald's,1170166,McDonald's (1568-LAKEWOOD-W 117TH),1568,2025-06-23,USD,Marketplace,10698.13,0.00,-1337.77,0.00,-18.81,-550.40,-59.50,0.00,59.50,0.00,-191.16,175.87,8775.86,-18.01,493179619,PAID
5579,McDonald's,1170166,McDonald's (1568-LAKEWOOD-W 117TH),1568,2025-06-23,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,48.23,48.23,0.00,493179619,PAID
5579,McDonald's,1170194,McDonald's (7988-NORWALK-MILAN),7988,2025-08-18,USD,Marketplace,6042.67,0.00,-688.10,0.00,-76.23,-831.34,-21.90,-19.69,21.90,19.69,-14.71,17.92,4450.21,-6.66,507361926,PAID
5579,McDonald's,1170194,McDonald's (7988-NORWALK-MILAN),7988,2025-08-18,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,26.39,26.39,0.00,507361926,PAID
5579,McDonald's,1170194,McDonald's (7988-NORWALK-MILAN),7988,2025-08-11,USD,Marketplace,5278.77,0.00,-618.67,0.00,-148.50,-550.10,-14.08,0.00,14.08,0.00,-37.81,0.00,3923.69,0.00,505615990,PAID
5579,McDonald's,1170194,McDonald's (7988-NORWALK-MILAN),7988,2025-08-11,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.59,30.59,0.00,505615990,PAID
5579,McDonald's,1170194,McDonald's (7988-NORWALK-MILAN),7988,2025-08-04,USD,Marketplace,6117.67,0.00,-712.21,0.00,-176.21,-680.19,-56.49,-21.07,146.57,21.07,-67.06,32.06,4604.14,-7.76,503849033,PAID
5579,McDonald's,1170194,McDonald's (7988-NORWALK-MILAN),7988,2025-08-04,USD,NULL,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,34.82,34.82,0.00,503849033,PAID
5579,McDonald's,1170194,McDonald's (7988-NORWALK-MILAN),7988,2025-07-28,USD,Marketplace,6952.01,0.00,-823.78,0.00,-65.34,-721.84,-22.63,0.00,22.63,0.00,-92.22,31.72,5280.55,-16.31,502074296,PAID
