Campaign UUID,Offer type,Status,Start date,End date,Stores,Audience,Sales (USD),New customers,Orders,Uber funding (%),Items,folder_name
51b93a7e-8dab-4171-bf75-ed45b651f043,"Buy 1, Get 1 Free",ACTIVE,"Jun 25, 2025","Jun 30, 2025",1,All customers,$682,6,27,0,6 pc. Chicken McNuggets®,QSR Executive Enterprises-June23-June29
9b747f90-68f6-47a5-8d4d-af702c8e16d2,"Buy 1, Get 1 Free",ACTIVE,"Jun 25, 2025","Jun 30, 2025",1,All customers,$308,1,10,0,Sausage & Egg McMuffin®,QSR Executive Enterprises-June23-June29
c3144c6a-68e0-41c5-b055-b4c29f611f3a,"Buy 1, Get 1 Free",ACTIVE,"Jun 25, 2025","Jun 30, 2025",1,All customers,$258,0,8,0,6 pc. Chicken McNuggets®,QSR Executive Enterprises-June23-June29
92446499-b8bc-492b-9b8a-d2efd67e7491,"Buy 1, Get 1 Free",ACTIVE,"Jun 25, 2025","Jun 30, 2025",1,All customers,$215,0,9,0,Sausage & Egg McMuffin®,QSR Executive Enterprises-June23-June29
da299fa4-8038-412e-ab32-c9064bb8d90a,"Buy 1, Get 1 Free",ACTIVE,"Jun 25, 2025","Jun 30, 2025",1,All customers,$302,5,11,0,6 pc. Chicken McNuggets®,QSR Executive Enterprises-June23-June29
2909bdee-ed2f-4584-90a3-771fc86e4278,"Buy 1, Get 1 Free",ACTIVE,"Jun 25, 2025","Jun 30, 2025",1,All customers,$135,2,5,0,Sausage & Egg McMuffin®,QSR Executive Enterprises-June23-June29
5a66b33c-14b3-4a25-91d2-c2144a7ca3bb,"Buy 1, Get 1 Free",ACTIVE,"Jun 25, 2025","Jun 30, 2025",1,All customers,$492,1,14,0,6 pc. Chicken McNuggets®,QSR Executive Enterprises-June23-June29
f261845a-1f8e-46ce-b675-e7b431bfd59d,"Buy 1, Get 1 Free",ACTIVE,"Jun 25, 2025","Jun 30, 2025",1,All customers,$372,2,10,0,Sausage & Egg McMuffin®,QSR Executive Enterprises-June23-June29
b084f7be-73be-44d2-b13c-035031de6842,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,All customers,$106,2,4,0,Sausage & Egg McMuffin®,QSR Executive Enterprises-June23-June29
f51b8a09-5c04-4b3f-82e6-38f949eb4ba3,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$203,2,6,0,Big Mac®,QSR Executive Enterprises-June23-June29
d9c9b980-0111-4a09-9fd7-ff719d4a8354,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$95,1,3,0,10 pc. Chicken McNuggets®,QSR Executive Enterprises-June23-June29
0afa0590-3339-4600-ad4b-af9956b9c384,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,All customers,$59,1,1,0,Sausage & Egg McMuffin®,QSR Executive Enterprises-June23-June29
28672d45-588c-4550-99a6-c2bc34ceb441,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$34,1,1,0,Big Mac®,QSR Executive Enterprises-June23-June29
88235006-81b9-4378-9837-371a75a61a5a,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$30,1,1,0,10 pc. Chicken McNuggets®,QSR Executive Enterprises-June23-June29
3e23a9b4-6852-4787-b099-c5a3129bc1c7,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,All customers,$28,0,1,0,Sausage & Egg McMuffin®,QSR Executive Enterprises-June23-June29
c6e3fd87-c324-4f8b-bd4e-3f6e61f5bee7,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$98,0,4,0,Big Mac®,QSR Executive Enterprises-June23-June29
75f43a3c-2453-48e3-b300-7cc4b220215a,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$40,1,1,0,10 pc. Chicken McNuggets®,QSR Executive Enterprises-June23-June29
58fcd6ca-4f5e-40e2-897e-2738f4cb6e90,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,All customers,$26,0,1,0,Sausage & Egg McMuffin®,QSR Executive Enterprises-June23-June29
78eec1a2-7714-4c31-8297-dd1c45938841,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$169,2,3,0,Big Mac®,QSR Executive Enterprises-June23-June29
24a822af-a42e-4aa4-98c4-f43c1cce7fcd,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June23-June29
3c972b4a-23e3-453d-b855-03d270a864bd,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,All customers,$30,1,1,0,Sausage & Egg McMuffin®,QSR Executive Enterprises-June23-June29
32a4b4f6-b1a2-42a0-ba23-a7f52b2e962f,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June23-June29
d11c260d-7ee8-4012-863c-ab510f7eab71,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$16,0,1,0,10 pc. Chicken McNuggets®,QSR Executive Enterprises-June23-June29
6cc8d889-12a0-4955-b401-61b3c647c077,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,All customers,$0,0,0,0,,QSR Executive Enterprises-June23-June29
2edff3fa-b322-4c86-8030-23942205254b,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June23-June29
f56f7177-906a-4acb-ae6d-5afdd033f7bc,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June23-June29
047ddb70-825d-45d3-b599-e4c36da1555b,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,All customers,$0,0,0,0,,QSR Executive Enterprises-June23-June29
7199f341-b46b-4062-a87e-22836ce342ec,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June23-June29
c7471e8c-3588-40a7-b6b7-d9a3c0b8ace4,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June23-June29
4e4873a6-7798-4723-a296-95e57c7771af,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,All customers,$0,0,0,0,,QSR Executive Enterprises-June23-June29
99bf394b-0236-49d3-8421-35d78715247c,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June23-June29
adc6121a-9c1f-4542-90bf-de8da1ce0f44,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June23-June29
b24e64a8-f116-4863-8fb3-06bd07c4aa93,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,All customers,$0,0,0,0,,QSR Executive Enterprises-June23-June29
775843a0-026a-41a6-8f3c-d8fbeefb6413,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June23-June29
039e362b-972e-419d-bac1-9950ee43f44d,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June23-June29
aaa04dde-43b3-4eac-82c8-dea0935d1aee,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,All customers,$0,0,0,0,,QSR Executive Enterprises-June23-June29
625c952a-fc9d-414c-8270-d434129babc1,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June23-June29
d5e3f2b8-2b8f-4ec4-84ae-8b534e9bd611,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June23-June29
fc0d9b9c-5a72-4fd7-91b2-f805cd930267,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,All customers,$0,0,0,0,,QSR Executive Enterprises-June23-June29
ea167fd8-318b-4c32-8eeb-a25d1ca5ae90,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June23-June29
4a691350-7295-444e-9a07-06c5a55c3e43,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June23-June29
f51a2948-c42d-467e-b01f-3c4c3b8dd0ab,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,All customers,$108,3,5,0,Sausage & Egg McMuffin®,QSR Executive Enterprises-June23-June29
cca5a718-02ab-4086-a320-6e053f838049,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$195,0,6,0,Big Mac®,QSR Executive Enterprises-June23-June29
f06bcaf4-6201-4df4-95f6-5bb08e15e949,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June23-June29
dcad557b-7657-40da-84d2-c40f46305dc0,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,All customers,$0,0,0,0,,QSR Executive Enterprises-June23-June29
17236c2f-e0ff-4efa-80eb-50664c3553ab,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June23-June29
e48c6955-5963-4de3-99dc-7ea6112bfa6a,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June23-June29
74fb9b9b-6997-48ca-9979-84deec1f7de8,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,All customers,$0,0,0,0,,QSR Executive Enterprises-June23-June29
7a17e86c-8393-4a86-96b5-324afe3a392a,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June23-June29
21da2e0b-e606-4cbb-a104-d1d080f80750,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June23-June29
ccbdb149-5caa-4bb6-beff-e5e8d4c40391,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,All customers,$393,5,16,0,Sausage & Egg McMuffin®,QSR Executive Enterprises-June23-June29
5c74a4a0-8d05-4b56-bb88-390ccb2434b1,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$565,9,24,0,Big Mac®,QSR Executive Enterprises-June23-June29
eb81f351-5221-4b98-8f4e-eb286f6149a1,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$107,0,4,0,10 pc. Chicken McNuggets®,QSR Executive Enterprises-June23-June29
01d49892-8baf-4f44-a49a-46159fe1aea5,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,All customers,$0,0,0,0,,QSR Executive Enterprises-June23-June29
1b0cbf3b-ee7c-43dc-b881-19b72de5f68f,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June23-June29
34b6b52e-7182-450d-ba96-c7ac84719e56,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June23-June29
2c62238a-3d6a-469e-86d0-ba601de22b84,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,All customers,$0,0,0,0,,QSR Executive Enterprises-June23-June29
d819f4c1-a1cf-4446-91ea-87246e616637,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June23-June29
cfbcdede-6452-4599-b2b7-07d40c95ab4c,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June23-June29
b95b933f-915b-411d-96f9-c9e50980a10a,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,All customers,$0,0,0,0,,QSR Executive Enterprises-June23-June29
a87a9051-3e0e-4be7-8bd7-cd1fa035a5da,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June23-June29
7443d664-60a4-4f3a-a614-c3eb76cd51a2,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June23-June29
c34b8d71-0922-4d98-a7dd-129e041ce9f6,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,All customers,$26,0,1,0,Sausage & Egg McMuffin®,QSR Executive Enterprises-June23-June29
b24aaba9-0467-484d-b8a9-c59923c0e89a,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June23-June29
3c019507-81d9-43da-a7c5-bb3f0d976273,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June23-June29
69ed696d-3dbf-4dad-9b94-ef1c8cc733a6,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,All customers,$0,0,0,0,,QSR Executive Enterprises-June23-June29
2f17f2e6-4326-4761-9ce2-dae091c5c9ab,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June23-June29
90586aa2-5456-47c9-9dd1-66a8f35107df,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June23-June29
01fbc266-bed4-49be-9a31-22dd5a23aa4b,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,All customers,$23,0,1,0,Sausage & Egg McMuffin®,QSR Executive Enterprises-June23-June29
6d6ae74c-874d-46ad-a11d-13a3726a435a,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$257,1,7,0,Big Mac®,QSR Executive Enterprises-June23-June29
61f4bb7e-48d5-4d40-bb92-b8947829c59c,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$165,4,6,0,10 pc. Chicken McNuggets®,QSR Executive Enterprises-June23-June29
d2a401ba-79ee-48d2-bb4c-18abf0ddbb8e,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,All customers,$99,0,3,0,Sausage & Egg McMuffin®,QSR Executive Enterprises-June23-June29
c4e0fe2c-7e93-4eba-b876-46287a983da5,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$96,2,4,0,Big Mac®,QSR Executive Enterprises-June23-June29
895c58f7-263f-4e2f-8678-e41b2afbeef5,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$15,1,1,0,10 pc. Chicken McNuggets®,QSR Executive Enterprises-June23-June29
348d4ec3-5e35-47cd-bb8e-17d53384fef9,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,All customers,$119,0,5,0,Sausage & Egg McMuffin®,QSR Executive Enterprises-June23-June29
da0522a6-d245-42a3-bdcb-b7760219ae94,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$180,0,6,0,Big Mac®,QSR Executive Enterprises-June23-June29
dd382f5f-46d1-4127-9c0f-dbfac2ad3983,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June23-June29
a99048ea-cf8f-408a-9637-2f791148fdb0,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,All customers,$92,2,4,0,Sausage & Egg McMuffin®,QSR Executive Enterprises-June23-June29
db9c1c81-b8f4-4a37-9613-80aac790b6cd,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$127,2,4,0,Big Mac®,QSR Executive Enterprises-June23-June29
9a151a17-c051-407d-8d6c-2c39e5ef4627,"Buy 1, Get 1 Free",COMPLETED,"Jun 16, 2025","Jun 25, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June23-June29
513aa248-c0e3-4c40-af19-63f25490ad33,$0 Delivery Fee,ACTIVE,"Jul 2, 2025","Jul 10, 2025",1,All customers,$0,0,0,100,,QSR Executive Enterprises-June30-July6
794f7976-8dc2-484e-a375-60c02b9217ba,"Buy 1, Get 1 Free",ACTIVE,"Jun 30, 2025","Jul 20, 2025",1,Custom audience,$196,4,5,0,10 pc. Chicken McNuggets®,QSR Executive Enterprises-June30-July6
b5b133f0-2ce8-419a-a6a6-535ec63d4950,"Buy 1, Get 1 Free",ACTIVE,"Jun 30, 2025","Jul 20, 2025",1,Custom audience,$29,1,1,0,10 pc. Chicken McNuggets®,QSR Executive Enterprises-June30-July6
8ef2621b-0204-4be3-b620-032c23f94d7e,"Buy 1, Get 1 Free",ACTIVE,"Jun 30, 2025","Jul 20, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June30-July6
6a1931dd-77c7-4e0b-84d2-20354ccb5426,"Buy 1, Get 1 Free",ACTIVE,"Jun 30, 2025","Jul 20, 2025",1,Custom audience,$26,1,1,0,10 pc. Chicken McNuggets®,QSR Executive Enterprises-June30-July6
2067fca7-10e8-48b7-8d7c-018a7e1b1317,"Buy 1, Get 1 Free",ACTIVE,"Jun 30, 2025","Jul 20, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June30-July6
cc465235-b238-4e6c-8071-76cb0c9704b0,"Buy 1, Get 1 Free",ACTIVE,"Jun 30, 2025","Jul 20, 2025",1,Custom audience,$47,0,1,0,10 pc. Chicken McNuggets®,QSR Executive Enterprises-June30-July6
f6c44b21-8121-4268-aeb0-c9fc960afb35,"Buy 1, Get 1 Free",ACTIVE,"Jun 30, 2025","Jul 20, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June30-July6
e552ce76-da8d-4780-aea4-e4f7942ac75d,"Buy 1, Get 1 Free",ACTIVE,"Jun 30, 2025","Jul 20, 2025",1,Custom audience,$439,4,11,0,10 pc. Chicken McNuggets®,QSR Executive Enterprises-June30-July6
43f229bb-c7e2-4c06-84cb-10e0d80146c7,"Buy 1, Get 1 Free",ACTIVE,"Jun 30, 2025","Jul 20, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June30-July6
1f188105-361c-498a-bf60-9344389c2ddc,"Buy 1, Get 1 Free",ACTIVE,"Jun 30, 2025","Jul 20, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June30-July6
7bb3f560-f178-4dcf-a0ed-6d19b64e6c2e,"Buy 1, Get 1 Free",ACTIVE,"Jun 30, 2025","Jul 20, 2025",1,Custom audience,$71,1,2,0,10 pc. Chicken McNuggets®,QSR Executive Enterprises-June30-July6
3bc9dae6-447e-46c8-84b9-c06774993344,"Buy 1, Get 1 Free",ACTIVE,"Jun 30, 2025","Jul 20, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June30-July6
7d630270-02da-47a6-9ecf-b1fcf30ef7c6,"Buy 1, Get 1 Free",ACTIVE,"Jun 30, 2025","Jul 20, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June30-July6
f49d0833-1094-4c0c-b365-59d232292332,"Buy 1, Get 1 Free",ACTIVE,"Jun 30, 2025","Jul 20, 2025",1,Custom audience,$28,1,1,0,10 pc. Chicken McNuggets®,QSR Executive Enterprises-June30-July6
ee7df889-eba2-42b4-9c05-f25608403a0c,"Buy 1, Get 1 Free",ACTIVE,"Jun 30, 2025","Jul 20, 2025",1,Custom audience,$432,8,16,0,10 pc. Chicken McNuggets®,QSR Executive Enterprises-June30-July6
2c37199c-7437-4252-9157-0a074e2ebac5,"Buy 1, Get 1 Free",ACTIVE,"Jun 30, 2025","Jul 20, 2025",1,Custom audience,$26,1,1,0,10 pc. Chicken McNuggets®,QSR Executive Enterprises-June30-July6
c74e04b0-09c0-4c09-ae83-abe35b5b13a4,"Buy 1, Get 1 Free",ACTIVE,"Jun 30, 2025","Jul 20, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June30-July6
3675f34f-1569-4d86-bba0-5e7617c69282,"Buy 1, Get 1 Free",ACTIVE,"Jun 30, 2025","Jul 20, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June30-July6
5e21c392-6c9e-4f22-9092-b8e40cef719d,"Buy 1, Get 1 Free",ACTIVE,"Jun 30, 2025","Jul 20, 2025",1,Custom audience,$71,0,3,0,10 pc. Chicken McNuggets®,QSR Executive Enterprises-June30-July6
d3ed1107-5409-4d79-8c76-b3ce8ae91704,"Buy 1, Get 1 Free",ACTIVE,"Jun 30, 2025","Jul 20, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June30-July6
77871b07-2b30-419b-a53d-032a6f52cc49,"Buy 1, Get 1 Free",ACTIVE,"Jun 30, 2025","Jul 20, 2025",1,Custom audience,$48,2,2,0,10 pc. Chicken McNuggets®,QSR Executive Enterprises-June30-July6
e4b1a214-3379-4f4a-a06a-93ad41bd87ce,"Buy 1, Get 1 Free",ACTIVE,"Jun 30, 2025","Jul 20, 2025",1,Custom audience,$113,3,4,0,10 pc. Chicken McNuggets®,QSR Executive Enterprises-June30-July6
13060850-8a80-4333-a60d-ed56bdc1f7fb,"Buy 1, Get 1 Free",ACTIVE,"Jun 30, 2025","Jul 20, 2025",1,Custom audience,$287,3,8,0,10 pc. Chicken McNuggets®,QSR Executive Enterprises-June30-July6
f710f468-cba0-4057-ab7b-b59660201a66,"Buy 1, Get 1 Free",ACTIVE,"Jun 30, 2025","Jul 20, 2025",1,Custom audience,$248,2,6,0,10 pc. Chicken McNuggets®,QSR Executive Enterprises-June30-July6
78baf9a3-884e-440e-9af2-8aeef3e07b8d,Free Item (Spend 15),COMPLETED,"Jul 2, 2025","Jul 6, 2025",1,Custom audience,$53,1,2,0,Medium French Fries,QSR Executive Enterprises-June30-July6
3e1086e2-e3ae-4136-9761-04e8daf4b0f5,Free Item (Spend 15),COMPLETED,"Jul 2, 2025","Jul 6, 2025",1,Custom audience,$23,0,1,0,Medium French Fries,QSR Executive Enterprises-June30-July6
d7c45f93-3c8d-4680-ba48-9aa801d98274,Free Item (Spend 15),COMPLETED,"Jul 2, 2025","Jul 6, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June30-July6
4da83d81-297a-49b0-9855-cbf7f79973e7,Free Item (Spend 15),COMPLETED,"Jul 2, 2025","Jul 6, 2025",1,Custom audience,$57,1,2,0,Medium French Fries,QSR Executive Enterprises-June30-July6
c4e3b93e-f8d1-4cfe-bd2d-f99c87d7645d,Free Item (Spend 15),COMPLETED,"Jul 2, 2025","Jul 6, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June30-July6
0aa1c620-bdb9-4f1b-b0ef-c7ef5b226c7c,Free Item (Spend 15),COMPLETED,"Jul 2, 2025","Jul 6, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June30-July6
693530a6-aaa4-4536-b549-9bae17fb6f95,Free Item (Spend 15),COMPLETED,"Jul 2, 2025","Jul 6, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June30-July6
6edcea55-a21e-478d-b336-9e55f4bf9acc,Free Item (Spend 15),COMPLETED,"Jul 2, 2025","Jul 6, 2025",1,Custom audience,$437,2,14,0,Medium French Fries,QSR Executive Enterprises-June30-July6
fcd04924-b765-4478-a602-5f00badc2292,Free Item (Spend 15),COMPLETED,"Jul 2, 2025","Jul 6, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June30-July6
368643ac-e919-46cd-80ba-178883b72e30,Free Item (Spend 15),COMPLETED,"Jul 2, 2025","Jul 6, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June30-July6
379caa2b-bcb2-46fb-898d-c682e3115996,Free Item (Spend 15),COMPLETED,"Jul 2, 2025","Jul 6, 2025",1,Custom audience,$55,0,2,0,Medium French Fries,QSR Executive Enterprises-June30-July6
2076d5a8-4f2d-402d-a34f-3cff59e5f38a,Free Item (Spend 15),COMPLETED,"Jul 2, 2025","Jul 6, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June30-July6
a6c48a0d-1190-41da-9cd5-c0da1a7512c9,Free Item (Spend 15),COMPLETED,"Jul 2, 2025","Jul 6, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June30-July6
d336994f-de4c-48d8-afca-b84b9fa8a10a,Free Item (Spend 15),COMPLETED,"Jul 2, 2025","Jul 6, 2025",1,Custom audience,$124,0,3,0,Medium French Fries,QSR Executive Enterprises-June30-July6
625f2607-dcf2-428b-b3ca-9ce28076db47,Free Item (Spend 15),COMPLETED,"Jul 2, 2025","Jul 6, 2025",1,Custom audience,"$1,383",8,46,0,Medium French Fries,QSR Executive Enterprises-June30-July6
76b8a99c-4778-492e-8cac-37b78036ed28,Free Item (Spend 15),COMPLETED,"Jul 2, 2025","Jul 6, 2025",1,Custom audience,$167,0,6,0,Medium French Fries,QSR Executive Enterprises-June30-July6
1e56c43c-34c3-40c4-a497-3c99be19a203,Free Item (Spend 15),COMPLETED,"Jul 2, 2025","Jul 6, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June30-July6
cf249d7b-0769-4ec8-8434-473d2dfd64cf,Free Item (Spend 15),COMPLETED,"Jul 2, 2025","Jul 6, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June30-July6
c41211b2-2d7a-48ca-b583-b4facbdfd66b,Free Item (Spend 15),COMPLETED,"Jul 2, 2025","Jul 6, 2025",1,Custom audience,$289,0,8,0,Medium French Fries,QSR Executive Enterprises-June30-July6
5de2e998-248d-4745-8626-4f0ffc8c0dcf,Free Item (Spend 15),COMPLETED,"Jul 2, 2025","Jul 6, 2025",1,Custom audience,$0,0,0,0,,QSR Executive Enterprises-June30-July6
b2842072-e410-4855-bef5-e1a75b4fcb87,Free Item (Spend 15),COMPLETED,"Jul 2, 2025","Jul 6, 2025",1,Custom audience,$253,0,8,0,Medium French Fries,QSR Executive Enterprises-June30-July6
