Campaign UUID,Offer type,Status,Start date,End date,Stores,Audience,Sales (USD),New customers,Orders,Uber funding (%),Items,folder_name
c6d88159-b905-4e0f-abfd-ad8f337446bb,"Buy 1, Get 1 Free",ACTIVE,"Jun 25, 2025","Jun 30, 2025",1,All customers,$0,0,0,0,,QSR Executive Enterprises-June23-June29
00b16bb4-71d4-4175-98fa-42670aa0cae5,"Buy 1, Get 1 Free",ACTIVE,"Jun 25, 2025","Jun 30, 2025",1,All customers,$0,0,0,0,,QSR Executive Enterprises-June23-June29
09c08384-dce2-47f9-9b03-0555499a84ee,"Buy 1, Get 1 Free",ACTIVE,"Jun 25, 2025","Jun 30, 2025",1,All customers,$45,2,2,0,6 pc. Chicken McNuggets®,QSR Executive Enterprises-June23-June29
61d33e47-6328-4441-97d9-8de396154dfb,"Buy 1, Get 1 Free",ACTIVE,"Jun 25, 2025","Jun 30, 2025",1,All customers,$62,0,2,0,Sausage & Egg McMuffin®,QSR Executive Enterprises-June23-June29
114fc390-a530-49b3-a246-b7c3a78411a2,"Buy 1, Get 1 Free",ACTIVE,"Jun 25, 2025","Jun 30, 2025",1,All customers,$0,0,0,0,,QSR Executive Enterprises-June23-June29
ada29bd1-a20e-438e-a772-39881d9bfa71,"Buy 1, Get 1 Free",ACTIVE,"Jun 25, 2025","Jun 30, 2025",1,All customers,$0,0,0,0,,QSR Executive Enterprises-June23-June29
5ab18247-f061-4b90-aad3-d64d4ac8e248,"Buy 1, Get 1 Free",ACTIVE,"Jun 25, 2025","Jun 30, 2025",1,All customers,$183,1,5,0,6 pc. Chicken McNuggets®,QSR Executive Enterprises-June23-June29
1c637d7e-4524-4243-b997-f0e39b7e3426,"Buy 1, Get 1 Free",ACTIVE,"Jun 25, 2025","Jun 30, 2025",1,All customers,$104,1,4,0,Sausage & Egg McMuffin®,QSR Executive Enterprises-June23-June29
28eb44bd-c491-4712-9a13-afe30ad475e3,"Buy 1, Get 1 Free",ACTIVE,"Jun 25, 2025","Jun 30, 2025",1,All customers,$0,0,0,0,,QSR Executive Enterprises-June23-June29
49a618d4-5726-42da-813d-b22514cd8aee,"Buy 1, Get 1 Free",ACTIVE,"Jun 25, 2025","Jun 30, 2025",1,All customers,$0,0,0,0,,QSR Executive Enterprises-June23-June29
aa6e567b-e8d5-46db-aa0d-0f7d4c7373d0,"Buy 1, Get 1 Free",ACTIVE,"Jun 25, 2025","Jun 30, 2025",1,All customers,$0,0,0,0,,QSR Executive Enterprises-June23-June29
a8fa15a4-c704-40cb-a14e-b667e29bce17,"Buy 1, Get 1 Free",ACTIVE,"Jun 25, 2025","Jun 30, 2025",1,All customers,$0,0,0,0,,QSR Executive Enterprises-June23-June29
90518132-7f3d-4ad7-ab73-d6f4fccfcb15,"Buy 1, Get 1 Free",ACTIVE,"Jun 25, 2025","Jun 30, 2025",1,All customers,"$1,395",14,51,0,6 pc. Chicken McNuggets®,QSR Executive Enterprises-June23-June29
7d9fc543-fd43-4386-83d9-2edd5ff92851,"Buy 1, Get 1 Free",ACTIVE,"Jun 25, 2025","Jun 30, 2025",1,All customers,$455,4,19,0,Sausage & Egg McMuffin®,QSR Executive Enterprises-June23-June29
8dd9c272-ca6a-4ccb-8596-c3916fe63692,"Buy 1, Get 1 Free",ACTIVE,"Jun 25, 2025","Jun 30, 2025",1,All customers,$0,0,0,0,,QSR Executive Enterprises-June23-June29
9650e1c0-2377-4f6b-9207-b70bb89003a2,"Buy 1, Get 1 Free",ACTIVE,"Jun 25, 2025","Jun 30, 2025",1,All customers,$0,0,0,0,,QSR Executive Enterprises-June23-June29
70fe4a24-b0a7-4e79-8aa9-d71c753cfe47,"Buy 1, Get 1 Free",ACTIVE,"Jun 25, 2025","Jun 30, 2025",1,All customers,$0,0,0,0,,QSR Executive Enterprises-June23-June29
86583bec-9b3a-4b67-940d-c3ba5a422d81,"Buy 1, Get 1 Free",ACTIVE,"Jun 25, 2025","Jun 30, 2025",1,All customers,$0,0,0,0,,QSR Executive Enterprises-June23-June29
dc09adfe-a3d2-44ad-b57d-d36184f9a436,"Buy 1, Get 1 Free",ACTIVE,"Jun 25, 2025","Jun 30, 2025",1,All customers,$0,0,0,0,,QSR Executive Enterprises-June23-June29
8ea7b558-da13-47be-a53b-b99c209e7010,"Buy 1, Get 1 Free",ACTIVE,"Jun 25, 2025","Jun 30, 2025",1,All customers,$0,0,0,0,,QSR Executive Enterprises-June23-June29
b76289bd-c4c0-40cf-a7ca-2b792982e2c7,"Buy 1, Get 1 Free",ACTIVE,"Jun 25, 2025","Jun 30, 2025",1,All customers,$0,0,0,0,,QSR Executive Enterprises-June23-June29
53edba29-2381-46fc-bc75-fd453cd43331,"Buy 1, Get 1 Free",ACTIVE,"Jun 25, 2025","Jun 30, 2025",1,All customers,$26,1,1,0,Sausage & Egg McMuffin®,QSR Executive Enterprises-June23-June29
aea75c0f-396e-41bf-b0e0-fcd2dd28d480,"Buy 1, Get 1 Free",ACTIVE,"Jun 25, 2025","Jun 30, 2025",1,All customers,$0,0,0,0,,QSR Executive Enterprises-June23-June29
8b058489-3e24-41e5-a35d-4cd502cc1b3c,"Buy 1, Get 1 Free",ACTIVE,"Jun 25, 2025","Jun 30, 2025",1,All customers,$0,0,0,0,,QSR Executive Enterprises-June23-June29
