Campaign UUID,Offer type,Status,Start date,End date,Stores,Audience,Sales (USD),New customers,Orders,Uber funding (%),Items
002138b2-36f2-44f2-afd5-f325a639e8ef,"Spend 20, Save 5",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$0",0,0,0,""
46fc0dda-ff1d-4803-bdf3-631f54477165,"Buy 1, Get 1 Free",COMPLETED,"Aug 10, 2025","Aug 11, 2025",1,"Custom audience","$0",0,0,0,""
8f386eee-4e07-44f1-9ec1-bdeccba23552,"Free Item (Spend 20)",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Uber One members only","$0",0,0,0,""
b821e06c-4735-43d2-ae9a-7627194f6656,"Buy 1, Get 1 Free",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$0",0,0,0,""
26ffb19d-787a-426d-8008-da6079d91549,"Spend 20, Save 5",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$0",0,0,0,""
f2a52afd-2b32-4a47-9642-4e23bd6c3afa,"Buy 1, Get 1 Free",COMPLETED,"Aug 10, 2025","Aug 11, 2025",1,"Custom audience","$0",0,0,0,""
83b88a98-fb75-429f-8eba-ef4d56c6fb6d,"Free Item (Spend 20)",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Uber One members only","$0",0,0,0,""
98a44663-44c0-4be3-ad11-605bffe05343,"Buy 1, Get 1 Free",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$0",0,0,0,""
0a6f615e-551e-475c-bca2-65dbfca08709,"Spend 20, Save 5",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$41",0,1,0,""
c4801dd1-1f2b-4a1d-9c21-3cd14b7354f0,"Buy 1, Get 1 Free",COMPLETED,"Aug 10, 2025","Aug 11, 2025",1,"Custom audience","$0",0,0,0,""
497569ca-45a6-451f-bd7c-09666391faff,"Free Item (Spend 20)",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Uber One members only","$0",0,0,0,""
97b24806-db51-4f83-a6c1-29a14666bf2b,"Buy 1, Get 1 Free",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$0",0,0,0,""
e2d4d810-1edb-4953-8e78-2e1c0ec5199a,"Spend 20, Save 5",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$29",0,1,0,""
3aa5f024-72a4-4372-a0a2-d68c97192c64,"Buy 1, Get 1 Free",COMPLETED,"Aug 10, 2025","Aug 11, 2025",1,"Custom audience","$0",0,0,0,""
19e2889d-931b-4025-bd68-21827b00282b,"Free Item (Spend 20)",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Uber One members only","$0",0,0,0,""
1fe863a0-381e-48f0-bb80-149c721a479f,"Buy 1, Get 1 Free",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$0",0,0,0,""
399ceed3-e074-4360-b204-8fab89c031bb,"Spend 20, Save 5",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$21",1,1,0,""
62e9d87c-aa57-4339-ad98-4ad0f3373fbb,"Buy 1, Get 1 Free",COMPLETED,"Aug 10, 2025","Aug 11, 2025",1,"Custom audience","$0",0,0,0,""
65d47e71-209e-49de-8620-7b4bbf9ea7aa,"Free Item (Spend 20)",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Uber One members only","$0",0,0,0,""
1cd25964-7877-4fa8-9892-b0083af515fe,"Buy 1, Get 1 Free",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$0",0,0,0,""
ca4749ba-d3a2-49b0-b8fc-aa27558dcae9,"Spend 20, Save 5",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$0",0,0,0,""
d71ffb4f-8901-4003-a28a-9b5fdd1a0998,"Buy 1, Get 1 Free",COMPLETED,"Aug 10, 2025","Aug 11, 2025",1,"Custom audience","$0",0,0,0,""
ac98e0ef-cbc1-4178-b377-aa2a3c1e1f2e,"Free Item (Spend 20)",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Uber One members only","$0",0,0,0,""
e2a5dfd3-91d2-4a06-a5dd-1da82562e3ac,"Buy 1, Get 1 Free",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$0",0,0,0,""
ac6d775f-a391-4caf-b552-48c191cffe81,"Spend 20, Save 5",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$0",0,0,0,""
d642d7ec-502a-41fa-be2c-a28d3ea53076,"$0 Delivery Fee",COMPLETED,"Aug 10, 2025","Aug 17, 2025",1,"All customers","$0",0,0,100,""
c3fc800b-3451-4c5a-958b-8f65122ec30e,"Buy 1, Get 1 Free",COMPLETED,"Aug 10, 2025","Aug 11, 2025",1,"Custom audience","$0",0,0,0,""
0e345cdc-510e-4ff0-a475-83ab645ec72b,"Free Item (Spend 20)",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Uber One members only","$0",0,0,0,""
cb12378c-3050-4245-b182-ddd9077903cd,"Buy 1, Get 1 Free",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$0",0,0,0,""
28ec678d-0fa8-47e8-9699-0337ae822541,"Spend 20, Save 5",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$0",0,0,0,""
e9d5a9db-3cac-4dce-98c3-d03267bf1604,"Buy 1, Get 1 Free",COMPLETED,"Aug 10, 2025","Aug 11, 2025",1,"Custom audience","$0",0,0,0,""
75661dcb-4944-427d-b69a-f327e5704ac2,"Free Item (Spend 20)",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Uber One members only","$0",0,0,0,""
05c2174b-efbc-4bec-a7f8-d8e16799bcb9,"Buy 1, Get 1 Free",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$0",0,0,0,""
5dd5a6b7-7404-4f98-9fa0-30538a34d28a,"Spend 20, Save 5",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$0",0,0,0,""
f10c3178-359b-421b-9af9-be19b21d4912,"Buy 1, Get 1 Free",COMPLETED,"Aug 10, 2025","Aug 11, 2025",1,"Custom audience","$0",0,0,0,""
b7adb418-1632-471b-8549-5d0002af649a,"Free Item (Spend 20)",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Uber One members only","$0",0,0,0,""
3457e1ee-f875-4827-b639-8007fe41f002,"Buy 1, Get 1 Free",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$0",0,0,0,""
4676b878-4b7c-46fa-aecf-7637c7760031,"Spend 20, Save 5",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$0",0,0,0,""
179ee3fe-b744-4060-9094-946358d029e4,"Buy 1, Get 1 Free",COMPLETED,"Aug 10, 2025","Aug 11, 2025",1,"Custom audience","$0",0,0,0,""
4dc74eca-0ac7-4b45-9f71-939126fbf5e8,"Free Item (Spend 20)",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Uber One members only","$0",0,0,0,""
bdd83886-9d60-41bb-83c4-ba409d83fc77,"Buy 1, Get 1 Free",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$0",0,0,0,""
46a0e703-2457-46c6-8b6c-aa30bc53887c,"Spend 20, Save 5",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$0",0,0,0,""
b7779857-b582-49f6-8e39-95e104d14fd4,"Buy 1, Get 1 Free",COMPLETED,"Aug 10, 2025","Aug 11, 2025",1,"Custom audience","$0",0,0,0,""
5cd48972-807b-4385-9559-dc862b1bc9fd,"Free Item (Spend 20)",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Uber One members only","$0",0,0,0,""
86029a56-4681-4a34-bcdd-ea8b5c1e15dd,"Buy 1, Get 1 Free",CANCELED,"Aug 11, 2025","Aug 29, 2025",1,"Custom audience","$0",0,0,0,""
